"player_id","first_name","last_name","is_active"
"1751","Jahidi","White","0"
"1752","Sean","Marks","0"
"1753","Toby","Bailey","0"
"1754","Andrae","Patterson","0"
"1755","Tyson","Wheeler","0"
"1756","Ryan","Stack","0"
"1757","Cory","Carr","0"
"1760","Derrick","Dial","0"
"1761","Greg","Buckner","0"
"1762","Tremaine","Fowlkes","0"
"1763","Ryan","Bowen","0"
"1764","J.R.","Henderson","0"
"1765","Torraye","Braggs","0"
"1766","Maceo","Baston","0"
"1800","Damon","Jones","0"
"1801","Jonathan","Kerner","0"
"1802","Brad","Miller","0"
"1806","James","Blackwell","0"
"1814","Chris","Smith","0"
"1817","Adonis","Jordan","0"
"1819","John","Turner","0"
"1820","Kelly","McCarty","0"
"1821","Mark","Randall","0"
"1823","Makhtar","N'diaye","0"
"1824","Peter","Aluma","0"
"1829","Ike","Fontaine","0"
"1831","Marlon","Garnett","0"
"1838","Tyrone","Nesby","0"
"1839","Randy","White","0"
"1844","Fred","Vinson","0"
"1845","Andrew","Gaze","0"
"1846","Chris","Welp","0"
"1847","Thurl","Bailey","0"
"1848","Mike","Higgins","0"
"1852","Jeff","Sheppard","0"
"1853","Anthony","Carter","0"
"1855","Mark","Macon","0"
"1858","Mark","Baker","0"
"1861","Negele","Knight","0"
"1863","Earl","Boykins","0"
"1864","Steve","Goodrich","0"
"1868","Trevor","Winter","0"
"1869","Charles R.","Jones","0"
"1871","Gerald","Brown","0"
"1872","Randell","Jackson","0"
"1874","Jeff","Sanders","0"
"1882","Elton","Brand","0"
"1883","Steve","Francis","0"
"1884","Baron","Davis","0"
"1885","Lamar","Odom","0"
"1886","Jonathan","Bender","0"
"1887","Wally","Szczerbiak","0"
"1888","Richard","Hamilton","0"
"1889","Andre","Miller","0"
"1890","Shawn","Marion","0"
"1891","Jason","Terry","0"
"1892","Trajan","Langdon","0"
"1893","Aleksandar","Radojevic","0"
"1894","Corey","Maggette","0"
"1895","William","Avery","0"
"1897","Metta","World Peace","0"
"1898","Cal","Bowdler","0"
"1899","James","Posey","0"
"1900","Quincy","Lewis","0"
"1901","Dion","Glover","0"
"1902","Jeff","Foster","0"
"1903","Kenny","Thomas","0"
"1904","Devean","George","0"
"1905","Andrei","Kirilenko","0"
"1906","Tim","James","0"
"1907","Vonteego","Cummings","0"
"1908","Jumaine","Jones","0"
"1909","Scott","Padgett","0"
"1910","Leon","Smith","0"
"1911","John","Celestand","0"
"1913","Michael","Ruffin","0"
"1914","Chris","Herren","0"
"1915","Evan","Eschmeyer","0"
"1916","Calvin","Booth","0"
"1917","Wang","Zhi-zhi","0"
"1918","Obinna","Ekezie","0"
"1919","Laron","Profit","0"
"1920","A.J.","Bramlett","0"
"1921","Gordan","Giricek","0"
"1922","Francisco","Elson","0"
"1924","Lee","Nailon","0"
"1926","Ryan","Robertson","0"
"1928","Todd","MacCulloch","0"
"1930","Lari","Ketner","0"
"1934","Rodney","Buford","0"
"1937","Tim","Young","0"
"1938","Manu","Ginobili","0"
"1942","Harold","Jamison","0"
"1943","Wayne","Turner","0"
"1944","Eddie","Robinson","0"
"1950","Andy","Panko","0"
"1952","Raja","Bell","0"
"1953","Lazaro","Borrell","0"
"1954","Jason","Miskiri","0"
"1956","Ira","Newble","0"
"1960","Milt","Palacio","0"
"1965","Rick","Hughes","0"
"1967","Derek","Hood","0"
"1972","John","Morton","0"
"1975","Jamel","Thomas","0"
"1983","Jermaine","Jackson","0"
"1984","Rickie","Winslow","0"
"1985","Zendon","Hamilton","0"
"2000","Dedric","Willoughby","0"
"2030","Kenyon","Martin","0"
"2031","Stromile","Swift","0"
"2032","Darius","Miles","0"
"2033","Marcus","Fizer","0"
"2034","Mike","Miller","0"
"2035","DerMarr","Johnson","0"
"2036","Chris","Mihm","0"
"2037","Jamal","Crawford","0"
"2038","Joel","Przybilla","0"
"2039","Keyon","Dooling","0"
"2040","Jerome","Moiso","0"
"2041","Etan","Thomas","0"
"2042","Courtney","Alexander","0"
"2043","Mateen","Cleaves","0"
"2044","Jason","Collier","0"
"2045","Hedo","Turkoglu","0"
"2046","Desmond","Mason","0"
"2047","Quentin","Richardson","0"
"2048","Jamaal","Magloire","0"
"2049","Speedy","Claxton","0"
"2050","Morris","Peterson","0"
"2051","Donnell","Harvey","0"
"2052","DeShawn","Stevenson","0"
"2053","Dalibor","Bagaric","0"
"2054","Jake","Tsakalidis","0"
"2055","Mamadou","N'diaye","0"
"2056","Primoz","Brezec","0"
"2057","Erick","Barkley","0"
"2058","Mark","Madsen","0"
"2059","Eduardo","Najera","0"
"2060","Marko","Jaric","0"
"2061","Dan","Langhi","0"
"2062","A.J.","Guyton","0"
"2063","Jake","Voskuhl","0"
"2064","Khalid","El-Amin","0"
"2065","Mike","Smith","0"
"2066","Soumaila","Samake","0"
"2067","Eddie","House","0"
"2068","Lavor","Postell","0"
"2069","Hanno","Mottola","0"
"2071","Olumide","Oyedeji","0"
"2072","Michael","Redd","0"
"2073","Brian","Cardinal","0"
"2074","Jabari","Smith","0"
"2078","Jason","Hart","0"
"2079","Kaniel","Dickens","0"
"2080","Igor","Rakocevic","0"
"2081","Ernest","Brown","0"
"2082","Dan","McClintock","0"
"2084","Chris","Porter","0"
"2091","Daniel","Santiago","0"
"2092","Ruben","Garces","0"
"2098","Slava","Medvedenko","0"
"2101","Paul","McPherson","0"
"2106","Ruben","Wolkowyski","0"
"2109","Eddie","Gill","0"
"2121","Terrance","Roberson","0"
"2123","Garth","Joseph","0"
"2124","Malik","Allen","0"
"2128","David","Vanterpool","0"
"2130","Mike","Penberthy","0"
"2137","Ime","Udoka","0"
"2143","Pepe","Sanchez","0"
"2173","Sean","Colson","0"
"2198","Kwame","Brown","0"
"2199","Tyson","Chandler","0"
"2200","Pau","Gasol","0"
"2201","Eddy","Curry","0"
"2202","Jason","Richardson","0"
"2203","Shane","Battier","0"
"2204","Eddie","Griffin","0"
"2205","DeSagana","Diop","0"
"2206","Rodney","White","0"
"2207","Joe","Johnson","0"
"2208","Kedrick","Brown","0"
"2209","Vladimir","Radmanovic","0"
"2210","Richard","Jefferson","0"
"2211","Troy","Murphy","0"
"2212","Steven","Hunter","0"
"2213","Kirk","Haston","0"
"2214","Michael","Bradley","0"
"2215","Jason","Collins","0"
"2216","Zach","Randolph","0"
"2217","Brendan","Haywood","0"
"2218","Joseph","Forte","0"
"2219","Jeryl","Sasser","0"
"2220","Brandon","Armstrong","0"
"2221","Raul","Lopez","0"
"2222","Gerald","Wallace","0"
"2223","Samuel","Dalembert","0"
"2224","Jamaal","Tinsley","0"
"2225","Tony","Parker","0"
