"player_id","season","team_drafted_to_id","round_number","round_pick","overall_pick_number"
"76978",1973,"1610612747",7,15,118
"76979",1968,"1610612745",1,1,1
"76980",1977,"1610612752",4,10,76
"76981",1971,"1610612746",2,13,30
"76983",1964,"1610612747",0,0,0
"76984",1969,"1610612764",19,4,215
"76985",1970,"1610612760",3,6,40
"76986",1952,"1610612738",4,0,0
"76988",1956,"1610612738",0,0,0
"76990",1986,"1610612737",2,8,32
"76991",1986,"1610612764",3,11,58
"76993",1978,"1610612759",3,20,64
"76994",1986,"1610612739",3,3,50
"76996",1974,"1610612737",1,7,7
"76998",1953,"1610612744",2,0,0
"77000",1970,"1610612755",1,12,12
"77001",1984,"1610612758",4,10,80
"77002",1986,"1610612745",4,19,89
"77010",1978,"1610612757",2,2,24
"77012",1965,"1610612744",1,1,1
"77013",1968,"1610612747",1,11,11
"77014",1947,"1610612738",0,0,0
"77015",1963,"1610612752",1,1,1
"77017",1975,"1610612757",4,7,61
"77017",1976,"1610612745",2,10,27
"77019",1982,"1610612741",2,8,31
"77022",1979,"1610612756",2,2,24
"77023",1962,"1610612744",1,5,5
"77024",1976,"1610612737",1,9,9
"77025",1961,"1610612737",1,8,8
"77026",1963,"1610612744",2,3,11
"77028",1971,"1610612744",1,8,8
"77029",1971,"1610612746",2,2,19
"77030",1983,"1610612739",1,20,20
"77032",1951,"1610612747",2,10,19
"77034",1982,"1610612746",3,2,48
"77036",1947,"1610610035",0,0,0
"77038",1962,"1610612752",1,2,2
"77040",1979,"1610612747",1,14,14
"77041",1948,"1610610024",0,0,0
"77042",1975,"1610612737",5,3,75
"77043",1975,"1610612757",1,6,6
"77044",1977,"1610612762",2,22,44
"77045",1952,"1610612747",0,0,0
"77047",1983,"1610612744",3,6,53
"77048",1947,"1610612752",1,5,5
"77049",1953,"1610612738",5,0,0
"77049",1954,"1610612744",13,1,100
"77049",1956,"1610612755",1,5,5
"77051",1963,"1610612755",1,6,6
"77052",1956,"1610612755",0,0,0
"77053",1986,"1610612737",3,18,65
"77054",1987,"1610612751",1,3,3
"77056",1979,"1610612741",3,5,49
"77057",1988,"1610612749",2,14,39
"77058",1961,"1610612737",2,7,16
"77060",1989,"1610612764",2,12,39
"77061",1968,"1610612752",1,10,10
"77062",1953,"1610612737",1,2,2
"77066",1970,"1610612756",1,10,10
"77067",1976,"1610612739",2,15,32
"77069",1978,"1610612749",4,14,80
"77070",1959,"1610612765",1,2,2
"77071",1979,"1610612765",1,15,15
"77072",1947,"1610610032",0,0,0
"77076",1985,"1610612759",1,14,14
"77077",1982,"1610612746",7,2,140
"77078",1974,"1610612746",3,9,45
"77080",1970,"1610612746",1,15,15
"77081",1984,"1610612756",1,13,13
"77082",1957,"1610612758",1,1,1
"77084",1964,"1610612765",2,2,9
"77087",1979,"1610612752",3,6,50
"77088",1947,"1610610025",1,8,8
"77089",1951,"1610612737",1,2,2
"77090",1950,"1610612747",7,0,0
"77091",1970,"1610612758",3,5,39
"77092",1978,"1610612752",3,11,55
"77093",1960,"1610612752",1,3,3
"77094",1973,"1610612737",2,9,27
"77096",1989,"1610612757",1,22,22
"77097",1970,"1610612765",8,3,122
"77098",1991,"1610612742",2,8,35
"77100",1980,"1610612747",4,18,87
"77101",1974,"1610612752",5,14,86
"77103",1964,"1610612755",1,4,4
"77104",1986,"1610612752",2,23,47
"77105",1986,"1610612742",4,15,85
"77106",1967,"1610612752",2,5,17
"77107",1984,"1610612754",4,1,71
"77110",1981,"1610612738",2,2,25
"77111",1974,"1610612760",6,8,98
"77114",1990,"1610612748",1,15,15
"77115",1974,"1610612762",2,10,28
"77129",1990,"1610612744",2,1,28
"77130",1986,"1610612745",1,20,20
"77133",1971,"1610612744",6,8,93
"77134",1981,"1610612758",1,7,7
"77135",1978,"1610612757",5,22,110
"77136",1978,"1610612757",2,22,44
"77138",1992,"1610612757",1,26,26
"77141",1976,"1610612760",2,12,29
"77142",1979,"1610612747",1,1,1
"77144",1977,"1610612737",3,5,49
"77146",1981,"1610612764",1,11,11
"77147",1970,"1610612764",1,9,9
"77148",1978,"1610612749",1,12,12
"77149",1970,"1610612741",5,11,79
"77150",1963,"1610612764",2,2,10
"77152",1970,"1610612739",1,7,7
"77153",1987,"1610612739",2,18,41
"77154",1985,"1610612741",2,4,28
"77156",1977,"1610612746",2,2,24
"77158",1979,"1610612745",1,17,17
"77159",1979,"1610612744",3,10,54
"77160",1977,"1610612749",1,3,3
"77162",1972,"1610612757",2,17,30
"77163",1980,"1610612759",1,15,15
"77164",1968,"1610612738",4,10,46
"77165",1960,"1610612765",2,4,12
"77166",1986,"1610612746",5,7,100
"77167",1979,"1610612760",1,7,7
"77168",1974,"1610612757",4,2,56
"77170",1988,"1610612748",3,9,59
"77171",1982,"1610612758",3,5,51
"77172",1960,"1610612747",7,2,50
"77173",1986,"1610612764",1,21,21
"77175",1973,"1610612755",2,14,32
"77178",1984,"1610612756",2,12,36
"77182",1973,"1610612737",1,9,9
"77183",1984,"1610612747",1,23,23
"77184",1979,"1610612749",2,9,31
"77185",1971,"1610612755",6,12,97
"77186",1967,"1610612764",2,1,13
"77188",1956,"1610612738",2,0,0
"77189",1976,"1610612757",2,3,20
"77191",1984,"1610612759",4,20,90
"77192",1968,"1610612756",4,13,49
"77192",1969,"1610612756",5,1,58
"77193",1974,"1610612745",1,5,5
"77195",1967,"1610612745",3,12,31
"77196",1956,"1610612747",0,0,0
"77196",1957,"1610612738",1,8,8
"77198",1964,"1610612765",3,2,18
"77199",1949,"1610610036",1,8,8
"77200",1963,"1610612747",5,8,43
"77200",1964,"1610612755",3,4,20
"77201",1969,"1610612747",5,12,69
"77202",1960,"1610612765",5,4,36
"77203",1982,"1610612747",3,8,54
"77205",1977,"1610612739",2,11,33
"77209",1978,"1610612751",4,18,84
"77210",1956,"1610612747",0,0,0
"77214",1985,"1610612751",2,12,36
"77215",1978,"1610612738",2,8,30
"77217",1948,"1610610025",0,0,0
"77218",1949,"1610612738",2,0,0
"77219",1954,"1610612747",1,9,9
"77223",1973,"1610612752",4,14,66
"77226",1948,"1610610036",0,0,0
"77227",1968,"1610612760",1,3,3
"77229",1980,"1610612742",8,9,169
"77230",1951,"1610612744",5,9,48
"77231",1958,"1610612755",4,6,29
"77233",1985,"1610612742",3,16,63
"77235",1975,"1610612762",1,7,7
"77236",1982,"1610612754",1,8,8
"77238",1948,"1610612738",0,0,0
"77239",1979,"1610612765",1,4,4
"77240",1972,"1610612765",8,4,117
"77240",1973,"1610612765",8,9,129
"77242",1974,"1610612744",3,11,47
"77243",1971,"1610612757",9,3,139
"77244",1968,"1610612760",10,2,122
"77245",1960,"1610612744",2,7,15
"77246",1973,"1610612765",3,15,50
"77247",1953,"1610612755",0,0,0
"77248",1954,"1610612755",1,6,6
"77249",1949,"1610610025",1,9,9
"77251",1990,"1610612745",1,12,12
"77256",1951,"1610612765",2,4,13
"77257",1970,"1610612747",2,13,30
"77258",1978,"1610612762",8,6,158
"77259",1965,"1610612738",3,9,26
"77260",1990,"1610612746",1,8,8
"77262",1980,"1610612739",1,22,22
"77263",1981,"1610612751",1,10,10
"77264",1977,"1610612751",1,7,7
"77268",1950,"1610610025",8,0,0
"77270",1963,"1610612747",2,5,13
"77272",1957,"1610612738",6,8,48
"77273",1979,"1610612758",1,18,18
"77279",1961,"1610612765",3,3,26
"77280",1986,"1610612760",6,6,122
"77285",1949,"1610612738",8,0,0
"77288",1970,"1610612757",5,8,76
"77289",1977,"1610612752",2,10,32
"77290",1974,"1610612747",2,3,21
"77292",1953,"1610612755",0,0,0
"77293",1968,"1610612756",6,13,77
"77294",1987,"1610612762",5,15,107
"77295",1961,"1610612764",2,12,21
"77297",1964,"1610612752",2,6,13
"77299",1964,"1610612744",2,7,14
"77300",1982,"1610612737",3,10,56
"77301",1989,"1610612749",2,3,30
"77302",1974,"1610612758",2,6,24
"77303",1948,"1610610029",0,0,0
"77305",1973,"1610612764",3,13,48
"77306",1979,"1610612762",3,1,45
"77307",1964,"1610612744",1,6,6
"77308",1978,"1610612756",3,19,63
"77309",1948,"1610610024",0,0,0
"77310",1948,"1610610024",0,0,0
"77311",1957,"1610612747",1,3,3
"77312",1979,"1610612738",3,9,53
"77314",1975,"1610612764",3,12,48
"77316",1969,"1610612738",4,9,52
"77317",1948,"1610612758",0,0,0
"77318",1983,"1610612751",3,12,59
"77320",1977,"1610612758",3,9,53
"77323",1973,"1610612741",1,12,12
"77324",1976,"1610612764",1,13,13
"77325",1975,"1610612747",4,2,56
"77326",1970,"1610612758",1,5,5
"77327",1960,"1610612737",3,6,22
"77328",1977,"1610612743",1,9,9
"77330",1973,"1610612765",3,9,44
"77331",1975,"1610612739",1,15,15
"77332",1981,"1610612757",1,15,15
"77333",1983,"1610612742",5,9,102
"77334",1977,"1610612741",2,13,35
"77335",1988,"1610612743",1,23,23
"77338",1968,"1610612745",3,1,23
"77339",1960,"1610612737",6,6,46
"77339",1961,"1610612764",2,11,20
"77340",1959,"1610612747",2,4,10
"77341",1975,"1610612741",2,14,32
"77342",1967,"1610612744",1,10,10
"77344",1977,"1610612757",1,19,19
"77346",1949,"1610612738",1,4,4
"77347",1950,"1610610030",1,8,8
"77348",1976,"1610612739",5,16,84
"77350",1971,"1610612756",3,13,48
"77351",1968,"1610612765",2,6,20
"77352",1956,"1610612744",1,7,7
"77353",1979,"1610612745",5,16,104
"77356",1978,"1610612737",1,10,10
"77358",1987,"1610612745",2,12,35
"77359",1959,"1610612765",4,2,24
"77360",1974,"1610612737",7,7,115
"77361",1985,"1610612741",1,11,11
"77364",1976,"1610612756",1,10,10
"77365",1972,"1610612749",1,6,6
"77366",1949,"1610610032",3,0,0
"77370",1989,"1610612750",2,7,34
"77371",1954,"1610610024",2,1,10
"77372",1986,"1610612737",3,23,70
"77373",1980,"1610612757",1,10,10
"77376",1982,"1610612757",1,11,11
"77377",1982,"1610612765",1,9,9
"77383",1985,"1610612738",6,23,139
"77384",1987,"1610612738",1,22,22
"77385",1967,"1610612744",4,8,39
"77386",1990,"1610612743",2,15,42
"77387",1989,"1610612743",1,15,15
"77388",1974,"1610612765",10,15,175
"77389",1981,"1610612764",2,21,44
"77392",1949,"1610610024",1,6,6
"77394",1950,"1610610036",9,0,0
"77395",1981,"1610612744",4,7,76
"77396",1976,"1610612749",2,7,24
"77397",1952,"1610612755",1,0,7
"77398",1988,"1610612746",3,1,51
"77399",1983,"1610612759",2,11,35
"77401",1981,"1610612758",1,17,17
"77402",1950,"1610612755",1,11,11
"77406",1967,"1610612765",5,2,45
"77410",1967,"1610612760",5,11,54
"77411",1961,"1610612752",11,1,92
"77411",1962,"1610612765",2,4,11
"77412",1965,"1610612758",4,7,33
"77413",1971,"1610612764",1,9,9
"77414",1952,"1610612747",1,0,9
"77415",1983,"1610612741",2,1,25
"77416",1971,"1610612760",8,6,125
"77418",1962,"1610612758",0,0,0
"77419",1976,"1610612745",1,1,1
"77420",1974,"1610612741",1,14,14
"77421",1961,"1610612744",2,6,15
"77422",1951,"1610612738",6,7,56
"77424",1974,"1610612757",2,16,34
"77425",1948,"1610610029",0,0,0
"77426",1991,"1610612766",2,1,28
"77427",1967,"1610612744",5,8,51
"77427",1968,"1610612741",4,3,39
"77428",1973,"1610612746",6,2,88
"77429",1949,"1610610034",0,0,0
"77430",1952,"1610612758",0,0,0
"77432",1979,"1610612747",2,3,25
"77435",1981,"1610612737",3,6,52
"77436",1948,"1610612758",0,0,0
"77438",1979,"1610612756",1,22,22
"77441",1950,"1610610024",5,0,0
"77442",1982,"1610612739",2,5,28
"77444",1950,"1610612738",6,0,0
"77450",1978,"1610612756",7,18,149
"77451",1973,"1610612737",3,1,36
"77452",1947,"1610610036",0,0,0
"77454",1967,"1610612764",8,1,80
"77456",1983,"1610612744",2,19,43
"77457",1959,"1610612737",5,7,37
"77459",1970,"1610612737",1,3,3
"77460",1989,"1610612737",1,23,23
"77462",1947,"1610610036",0,0,0
"77465",1977,"1610612744",8,16,165
"77466",1968,"1610612760",11,2,136
"77467",1954,"1610612758",1,7,7
"77469",1984,"1610612754",9,1,185
"77472",1985,"1610612751",2,14,38
"77474",1989,"1610612746",2,4,31
"77475",1972,"1610612757",1,1,1
"77476",1986,"1610612743",1,16,16
"77477",1954,"1610612737",4,2,29
"77479",1961,"1610612752",2,1,10
"77481",1985,"1610612754",2,2,26
"77483",1969,"1610612752",3,11,40
"77484",1980,"1610612764",1,14,14
"77486",1992,"1610612750",2,1,28
"77487",1977,"1610612738",1,12,12
"77489",1968,"1610612752",3,8,30
"77490",1976,"1610612741",1,2,2
"77492",1975,"1610612749",2,4,22
"77494",1971,"1610612752",3,15,50
"77496",1990,"1610612758",1,14,14
"77498",1972,"1610612746",1,2,2
"77499",1952,"1610612755",0,0,0
"77500",1957,"1610612752",1,5,5
"77504",1975,"1610612739",8,10,136
"77504",1976,"1610612758",6,3,89
"77505",1969,"1610612747",1,12,12
"77506",1956,"1610612758",0,0,0
"77509",1985,"1610612754",2,3,27
"77510",1971,"1610612737",2,5,22
"77513",1951,"1610612755",1,5,5
"77515",1979,"1610612755",10,14,198
"77516",1984,"1610612739",1,12,12
"77518",1983,"1610612760",2,12,36
"77520",1979,"1610612758",4,19,85
"77523",1971,"1610612760",2,6,23
"77524",1984,"1610612739",3,3,50
"77525",1974,"1610612738",1,17,17
"77527",1981,"1610612744",5,10,102
"77528",1975,"1610612762",3,2,38
"77529",1948,"1610612752",0,0,0
"77530",1981,"1610612747",1,19,19
"77531",1962,"1610612764",1,1,1
"77532",1973,"1610612755",2,4,22
"77533",1965,"1610612758",3,7,24
"77534",1971,"1610612758",6,4,89
"77535",1973,"1610612752",3,14,49
"77536",1951,"1610612752",6,6,55
"77537",1949,"1610612752",1,7,7
"77540",1971,"1610612741",1,15,15
"77541",1981,"1610612747",4,19,88
"77542",1986,"1610612759",3,1,48
"77547",1977,"1610612756",6,5,115
"77548",1964,"1610612744",3,7,23
"77549",1952,"1610612737",0,0,0
"77551",1952,"1610612758",0,0,0
"77553",1974,"1610612746",1,9,9
"77554",1970,"1610612747",1,13,13
"77555",1958,"1610612765",6,3,42
"77558",1982,"1610612755",1,22,22
"77559",1950,"1610612758",1,9,9
"77560",1983,"1610612758",2,14,38
"77561",1973,"1610612758",2,7,25
"77562",1960,"1610612752",3,3,19
"77563",1952,"1610612747",0,0,0
"77565",1985,"1610612749",4,21,91
"77566",1965,"1610612764",11,2,82
"77567",1972,"1610612745",3,7,37
"77570",1971,"1610612745",1,7,7
"77571",1986,"1610612741",4,4,74
"77573",1952,"1610612765",0,0,0
"77575",1973,"1610612756",2,15,33
"77578",1971,"1610612752",1,16,16
"77580",1971,"1610612758",2,4,21
"77582",1975,"1610612745",1,11,11
"77583",1962,"1610612755",3,5,21
"77584",1961,"1610612744",1,7,7
"77586",1975,"1610612747",1,2,2
"77588",1983,"1610612741",2,5,29
"77590",1948,"1610610025",1,5,5
"77591",1970,"1610612747",4,13,64
"77593",1949,"1610612747",0,0,0
"77596",1963,"1610612765",1,4,4
"77599",1952,"1610612737",0,0,0
"77602",1980,"1610612754",2,17,40
"77603",1978,"1610612756",4,19,85
"77609",1983,"1610612742",2,9,33
"77612",1972,"1610612738",11,9,165
"77613",1947,"1610612752",0,0,0
"77614",1988,"1610612743",2,18,43
"77615",1978,"1610612739",1,15,15
"77616",1948,"1610612738",0,0,0
"77618",1969,"1610612765",5,4,61
"77619",1952,"1610612744",0,0,0
"77621",1977,"1610612745",2,12,34
"77623",1979,"1610612745",2,20,42
"77624",1953,"1610612765",1,3,3
"77625",1965,"1610612752",10,1,75
"77626",1979,"1610612749",1,5,5
"77627",1974,"1610612765",2,15,33
"77628",1991,"1610612737",2,3,30
"77630",1962,"1610612744",7,7,59
"77632",1987,"1610612743",2,8,31
"77633",1979,"1610612760",2,21,43
"77635",1980,"1610612751",3,6,52
"77636",1968,"1610612765",1,6,6
"77637",1987,"1610612752",2,2,25
"77639",1960,"1610612765",1,4,4
"77640",1982,"1610612754",2,17,40
"77641",1970,"1610612738",2,4,21
"77644",1992,"1610612738",2,20,47
"77647",1992,"1610612748",2,10,37
"77648",1954,"1610612738",2,5,14
"77649",1989,"1610612756",2,24,51
"77653",1977,"1610612755",1,20,20
"77654",1982,"1610612738",3,23,69
"77657",1950,"1610610030",3,0,0
"77659",1949,"1610612738",3,0,0
"77662",1964,"1610612737",1,5,5
"77668",1975,"1610612756",2,17,35
"77669",1970,"1610612745",2,1,18
"77670",1984,"1610612744",2,7,31
"77673",1987,"1610612757",1,17,17
"77674",1986,"1610612760",3,6,53
"77675",1950,"1610610025",4,0,0
"77682",1954,"1610612758",2,7,16
"77683",1949,"1610612765",4,0,0
"77684",1947,"1610610031",0,0,0
"77685",1981,"1610612756",1,20,20
"77686",1947,"1610610034",0,0,0
"77687",1964,"1610612747",2,5,12
"77688",1972,"1610612765",1,9,9
"77689",1973,"1610612749",1,16,16
"77691",1979,"1610612751",1,8,8
"77692",1980,"1610612754",2,7,30
"77693",1956,"1610612737",0,0,0
"77694",1988,"1610612757",3,21,71
"77695",1953,"1610612755",1,6,6
"77696",1972,"1610612757",3,1,31
"77697",1982,"1610612758",8,5,166
"77699",1971,"1610612749",5,17,85
"77700",1962,"1610612764",3,1,17
"77701",1973,"1610612764",2,1,19
"77704",1987,"1610612746",6,2,116
"77705",1973,"1610612741",6,12,98
"77706",1959,"1610612755",4,5,27
"77707",1982,"1610612745",3,17,63
"77710",1971,"1610612745",2,7,24
"77712",1968,"1610612741",3,9,31
"77713",1948,"1610610036",1,12,12
"77715",1980,"1610612743",1,23,23
"77716",1968,"1610612765",4,6,42
"77718",1979,"1610612755",4,17,83
"77719",1980,"1610612743",3,1,47
"77720",1989,"1610612766",2,2,29
"77721",1977,"1610612747",1,22,22
"77722",1954,"1610612744",4,3,30
"77724",1949,"1610612744",2,0,0
"77725",1953,"1610610024",0,0,0
"77727",1961,"1610612758",3,2,25
"77729",1974,"1610612755",3,1,37
"77731",1982,"1610612757",2,14,37
"77732",1979,"1610612759",3,19,63
"77733",1969,"1610612765",2,4,19
"77737",1962,"1610612764",12,1,90
"77743",1950,"1610610030",6,0,0
"77747",1968,"1610612760",13,2,162
"77747",1969,"1610612755",1,13,13
"77748",1970,"1610612744",4,2,53
"77751",1958,"1610612744",5,5,36
"77752",1947,"1610610036",1,9,9
"77753",1950,"1610610036",4,0,0
"77754",1980,"1610612751",1,6,6
"77757",1980,"1610612743",2,18,41
"77758",1949,"1610612765",2,0,0
"77759",1975,"1610612760",1,12,12
"77760",1977,"1610612755",8,20,168
"77765",1962,"1610612758",2,6,13
"77766",1969,"1610612737",19,3,214
"77768",1968,"1610612764",8,4,96
"77769",1948,"1610612747",0,0,0
"77769",1949,"1610610034",2,0,0
"77770",1980,"1610612754",2,6,29
"77771",1987,"1610612762",1,15,15
"77772",1961,"1610612755",3,5,28
"77773",1950,"1610612747",1,10,10
"77775",1950,"1610610025",2,0,0
"77779",1949,"1610610030",3,0,0
"77780",1950,"1610610036",5,0,0
"77782",1977,"1610612758",2,9,31
"77784",1973,"1610612756",8,8,128
"77786",1971,"1610612745",4,7,58
"77788",1975,"1610612756",5,4,76
"77788",1976,"1610612764",2,14,31
"77789",1988,"1610612738",3,24,74
"77791",1954,"1610612738",1,5,5
"77792",1957,"1610612737",2,4,12
"77794",1990,"1610612762",2,6,33
"77797",1948,"1610610034",0,0,0
"77800",1976,"1610612744",1,17,17
"77801",1948,"1610610036",0,0,0
"77802",1958,"1610612758",10,2,70
"77811",1961,"1610612758",12,2,100
"77812",1970,"1610612756",8,10,129
"77812",1971,"1610612739",2,1,18
"77813",1972,"1610612764",2,12,25
"77815",1968,"1610612749",1,7,7
"77816",1957,"1610612758",3,1,17
"77817",1970,"1610612745",7,1,103
"77818",1954,"1610612758",11,6,95
"77818",1956,"1610612747",1,3,3
"77819",1979,"1610612757",1,12,12
"77820",1983,"1610612759",1,19,19
"77822",1989,"1610612755",1,19,19
"77824",1951,"1610612744",2,9,18
"77827",1979,"1610612759",1,19,19
"77834",1949,"1610610032",4,0,0
"77835",1970,"1610612745",3,1,35
"77839",1984,"1610612745",3,4,51
"77840",1968,"1610612741",2,3,17
"77841",1948,"1610612752",0,0,0
"77842",1960,"1610612765",11,4,78
"77843",1952,"1610610024",0,0,0
"77843",1953,"1610610024",0,0,0
"77844",1970,"1610612757",1,8,8
"77845",1986,"1610612757",3,13,60
"77846",1993,"1610612745",2,19,46
"77847",1954,"1610612737",1,2,2
"77848",1978,"1610612764",1,14,14
"77849",1951,"1610612744",8,8,77
"77852",1985,"1610612760",7,5,144
"77853",1947,"1610610025",0,0,0
"77854",1982,"1610612751",1,21,21
"77855",1961,"1610612738",1,9,9
"77858",1978,"1610612746",7,2,133
"77859",1950,"1610610024",2,0,0
"77861",1983,"1610612737",3,11,58
"77862",1956,"1610612758",0,0,0
"77863",1983,"1610612757",3,15,62
"77864",1982,"1610612756",3,15,61
"77865",1984,"1610612744",2,21,45
"77866",1986,"1610612746",3,7,54
"77867",1947,"1610610025",0,0,0
"77868",1952,"1610612752",1,0,5
"77869",1974,"1610612741",1,16,16
"77870",1984,"1610612762",3,15,62
"77872",1987,"1610612765",4,19,88
"77873",1977,"1610612765",2,14,36
"77875",1971,"1610612741",2,15,32
"77876",1972,"1610612764",3,9,39
"77878",1969,"1610612744",1,7,7
"77879",1982,"1610612749",1,20,20
"77880",1986,"1610612760",5,6,99
"77881",1986,"1610612758",1,17,17
"77882",1979,"1610612765",2,7,29
"77883",1972,"1610612747",2,3,16
"77884",1970,"1610612752",1,17,17
"77886",1952,"1610610024",0,0,0
"77887",1949,"1610610034",7,0,0
"77889",1948,"1610612744",0,0,0
"77892",1968,"1610612764",2,4,18
"77893",1989,"1610612752",2,23,50
"77894",1969,"1610612758",3,8,37
"77896",1981,"1610612760",3,7,53
"77897",1978,"1610612754",2,5,27
"77899",1960,"1610612737",2,6,14
"77900",1952,"1610612744",0,0,0
"77901",1957,"1610612744",4,6,30
"77902",1951,"1610612758",2,8,17
"77904",1981,"1610612759",2,7,30
"77905",1980,"1610612752",3,12,58
"77906",1959,"1610612737",2,7,13
"77907",1953,"1610612738",1,5,5
"77910",1980,"1610612746",5,7,99
"77911",1980,"1610612741",1,4,4
"77912",1951,"1610612758",1,8,8
"77914",1973,"1610612745",1,6,6
"77915",1972,"1610612758",2,15,28
"77916",1983,"1610612755",1,17,17
"77917",1971,"1610612741",3,5,40
"77918",1948,"1610612744",1,11,11
"77919",1956,"1610612755",0,0,0
"77920",1980,"1610612743",1,5,5
"77921",1967,"1610612755",1,12,12
"77922",1953,"1610610024",0,0,0
"77923",1973,"1610612756",3,7,42
"77925",1953,"1610612758",0,0,0
"77926",1977,"1610612744",3,16,60
"77927",1958,"1610612737",2,7,14
"77928",1965,"1610612765",3,3,20
"77929",1964,"1610612752",2,1,8
"77932",1953,"1610612758",1,4,4
"77933",1950,"1610610024",1,2,2
"77936",1977,"1610612745",2,18,40
"77937",1979,"1610612754",5,10,98
"77937",1980,"1610612744",9,3,182
"77938",1947,"1610610024",0,0,0
"77939",1986,"1610612754",5,2,95
"77941",1951,"1610612737",6,2,51
"77944",1974,"1610612739",3,3,39
"77945",1969,"1610612765",9,4,117
"77946",1985,"1610612749",1,22,22
"77947",1952,"1610610030",0,0,0
"77950",1979,"1610612755",2,14,36
"77952",1978,"1610612752",1,4,4
"77954",1959,"1610612738",1,6,6
"77957",1971,"1610612739",3,6,41
"77959",1950,"1610612765",2,0,0
"77960",1972,"1610612752",1,8,8
"77962",1967,"1610612745",1,7,7
"77963",1970,"1610612737",5,14,82
"77964",1972,"1610612758",3,8,38
"77965",1971,"1610612764",3,8,43
"77966",1967,"1610612752",12,5,128
"77968",1948,"1610612752",0,0,0
"77970",1988,"1610612747",1,25,25
"77973",1969,"1610612747",1,15,15
"77975",1977,"1610612743",1,21,21
"77977",1960,"1610612755",3,5,21
"77978",1971,"1610612765",3,10,45
"77983",1977,"1610612747",4,22,88
"77984",1978,"1610612754",1,3,3
"77986",1979,"1610612751",1,11,11
"77988",1965,"1610612758",2,7,15
"77989",1978,"1610612745",4,1,67
"77993",1974,"1610612764",2,4,22
"77994",1982,"1610612759",2,1,24
"77996",1980,"1610612747",2,8,31
"77997",1975,"1610612758",1,10,10
"77998",1971,"1610612738",3,9,44
"77999",1947,"1610610035",0,0,0
"78000",1971,"1610612756",1,14,14
"78003",1958,"1610612744",0,0,0
"78007",1986,"1610612758",2,10,34
"78008",1976,"1610612744",2,17,34
"78011",1963,"1610612737",7,6,59
"78012",1948,"1610612765",0,0,0
"78013",1956,"1610612744",0,0,0
"78014",1977,"1610612737",1,14,14
"78015",1980,"1610612744",7,3,141
"78018",1957,"1610612744",1,6,6
"78020",1954,"1610612765",1,4,4
"78021",1989,"1610612764",2,14,41
"78022",1985,"1610612759",4,12,82
"78023",1947,"1610610036",0,0,0
"78025",1975,"1610612739",2,10,28
"78027",1986,"1610612755",3,20,67
"78028",1971,"1610612765",1,11,11
"78029",1984,"1610612762",4,16,86
"78030",1981,"1610612743",10,8,211
"78031",1987,"1610612754",2,11,34
"78033",1949,"1610610032",8,0,0
"78035",1985,"1610612762",4,13,83
"78036",1978,"1610612752",2,10,32
"78037",1962,"1610612752",2,2,9
"78039",1970,"1610612741",2,11,28
"78040",1959,"1610612744",2,3,9
"78041",1980,"1610612744",2,2,25
"78042",1967,"1610612760",2,7,19
"78046",1972,"1610612741",3,5,35
"78047",1974,"1610612739",1,8,8
"78048",1982,"1610612765",4,9,78
"78049",1956,"1610612737",1,2,2
"78055",1983,"1610612745",1,1,1
"78057",1978,"1610612759",1,20,20
"78059",1982,"1610612758",4,5,74
"78060",1960,"1610612738",1,8,8
"78061",1953,"1610612752",5,0,0
"78062",1982,"1610612744",2,15,38
"78063",1949,"1610612758",1,10,10
"78064",1957,"1610612744",8,5,60
"78065",1974,"1610612756",2,13,31
"78066",1951,"1610612755",2,5,14
"78067",1950,"1610610036",3,0,0
"78068",1980,"1610612752",2,13,36
"78069",1972,"1610612758",4,6,53
"78070",1947,"1610610025",0,0,0
"78074",1949,"1610610034",0,0,0
"78075",1949,"1610612765",3,0,0
"78076",1948,"1610612752",1,4,4
"78080",1977,"1610612754",6,7,117
"78082",1950,"1610612752",2,0,0
"78084",1967,"1610612744",6,8,63
"78086",1950,"1610610036",1,4,4
"78087",1982,"1610612755",2,22,45
"78088",1969,"1610612755",4,13,56
"78093",1982,"1610612738",6,23,138
"78095",1977,"1610612756",7,5,136
"78097",1970,"1610612738",7,4,106
"78100",1961,"1610612765",1,4,4
"78102",1985,"1610612762",2,13,37
"78103",1975,"1610612760",2,3,21
"78105",1974,"1610612762",5,10,82
"78106",1953,"1610612758",0,0,0
"78109",1947,"1610610035",1,2,2
"78110",1986,"1610612741",1,9,9
"78111",1976,"1610612765",3,4,38
"78113",1954,"1610610024",1,1,1
"78116",1984,"1610612755",1,22,22
"78121",1960,"1610612755",1,5,5
"78124",1949,"1610610032",1,1,1
"78125",1950,"1610612738",1,1,1
"78126",1950,"1610610036",2,0,0
"78128",1956,"1610612752",1,4,4
"78132",1980,"1610612737",2,5,28
"78133",1976,"1610612752",2,8,25
"78135",1977,"1610612741",2,8,30
"78136",1981,"1610612751",4,3,72
"78138",1975,"1610612752",1,9,9
"78139",1978,"1610612744",1,5,5
"78140",1985,"1610612747",4,22,92
"78141",1948,"1610612752",0,0,0
"78142",1954,"1610612744",1,3,3
"78143",1974,"1610612756",1,4,4
"78144",1972,"1610612758",2,6,19
"78145",1973,"1610612741",4,12,64
"78146",1979,"1610612744",4,16,82
"78147",1961,"1610612758",1,3,3
"78149",1977,"1610612760",1,8,8
"78150",1972,"1610612745",5,7,70
"78151",1964,"1610612737",2,3,10
