"player_id","season","team_drafted_to_id","round_number","round_pick","overall_pick_number"
"2416",2002,"1610612761",1,20,20
"2417",2002,"1610612757",1,21,21
"2418",2002,"1610612756",1,22,22
"2419",2002,"1610612765",1,23,23
"2420",2002,"1610612751",1,24,24
"2421",2002,"1610612743",1,25,25
"2422",2002,"1610612759",1,26,26
"2423",2002,"1610612747",1,27,27
"2424",2002,"1610612758",1,28,28
"2425",2002,"1610612763",2,3,31
"2427",2002,"1610612741",2,2,30
"2428",2002,"1610612743",2,4,32
"2429",2002,"1610612749",2,5,33
"2430",2002,"1610612739",2,6,34
"2431",2002,"1610612737",2,8,36
"2432",2002,"1610612745",2,9,37
"2434",2002,"1610612764",2,11,39
"2435",2002,"1610612746",2,12,40
"2436",2002,"1610612749",2,13,41
"2437",2002,"1610612741",2,15,43
"2440",2002,"1610612763",2,17,45
"2441",2002,"1610612762",2,18,46
"2442",2002,"1610612749",2,19,47
"2443",2002,"1610612738",2,21,49
"2446",2002,"1610612748",2,24,52
"2447",2002,"1610612751",2,25,53
"2449",2002,"1610612759",2,27,55
"2450",2002,"1610612759",2,28,56
"2451",2002,"1610612758",2,29,57
"2544",2003,"1610612739",1,1,1
"2545",2003,"1610612765",1,2,2
"2546",2003,"1610612743",1,3,3
"2547",2003,"1610612761",1,4,4
"2548",2003,"1610612748",1,5,5
"2549",2003,"1610612746",1,6,6
"2550",2003,"1610612741",1,7,7
"2551",2003,"1610612749",1,8,8
"2552",2003,"1610612752",1,9,9
"2553",2003,"1610612764",1,10,10
"2554",2003,"1610612744",1,11,11
"2555",2003,"1610612760",1,12,12
"2556",2003,"1610612763",1,13,13
"2557",2003,"1610612760",1,14,14
"2558",2003,"1610612753",1,15,15
"2559",2003,"1610612738",1,16,16
"2560",2003,"1610612756",1,17,17
"2561",2003,"1610612740",1,18,18
"2562",2003,"1610612762",1,19,19
"2563",2003,"1610612738",1,20,20
"2564",2003,"1610612737",1,21,21
"2565",2003,"1610612751",1,22,22
"2566",2003,"1610612757",1,23,23
"2567",2003,"1610612747",1,24,24
"2568",2003,"1610612765",1,25,25
"2569",2003,"1610612750",1,26,26
"2570",2003,"1610612763",1,27,27
"2571",2003,"1610612759",1,28,28
"2572",2003,"1610612742",1,29,29
"2573",2003,"1610612752",2,1,30
"2574",2003,"1610612739",2,2,31
"2575",2003,"1610612747",2,3,32
"2580",2003,"1610612737",2,8,37
"2581",2003,"1610612764",2,9,38
"2582",2003,"1610612752",2,10,39
"2583",2003,"1610612744",2,11,40
"2584",2003,"1610612760",2,12,41
"2585",2003,"1610612753",2,13,42
"2586",2003,"1610612749",2,14,43
"2588",2003,"1610612741",2,16,45
"2590",2003,"1610612762",2,18,47
"2591",2003,"1610612740",2,19,48
"2592",2003,"1610612754",2,20,49
"2594",2003,"1610612751",2,22,51
"2599",2003,"1610612738",2,27,56
"2601",2003,"1610612765",2,29,58
"2602",2003,"1610612748",2,4,33
"2652",1988,"1610612759",2,2,27
"2730",2004,"1610612753",1,1,1
"2731",2004,"1610612766",1,2,2
"2732",2004,"1610612741",1,3,3
"2733",2004,"1610612746",1,4,4
"2734",2004,"1610612764",1,5,5
"2735",2004,"1610612737",1,6,6
"2736",2004,"1610612756",1,7,7
"2737",2004,"1610612761",1,8,8
"2738",2004,"1610612755",1,9,9
"2739",2004,"1610612739",1,10,10
"2740",2004,"1610612744",1,11,11
"2741",2004,"1610612760",1,12,12
"2742",2004,"1610612757",1,13,13
"2743",2004,"1610612762",1,14,14
"2744",2004,"1610612738",1,15,15
"2745",2004,"1610612762",1,16,16
"2746",2004,"1610612737",1,17,17
"2747",2004,"1610612740",1,18,18
"2748",2004,"1610612748",1,19,19
"2749",2004,"1610612743",1,20,20
"2750",2004,"1610612762",1,21,21
"2751",2004,"1610612751",1,22,22
"2752",2004,"1610612757",1,23,23
"2753",2004,"1610612738",1,24,24
"2754",2004,"1610612738",1,25,25
"2755",2004,"1610612758",1,26,26
"2756",2004,"1610612747",1,27,27
"2757",2004,"1610612759",1,28,28
"2758",2004,"1610612754",1,29,29
"2760",2004,"1610612753",2,1,30
"2761",2004,"1610612741",2,2,31
"2762",2004,"1610612764",2,3,32
"2763",2004,"1610612746",2,4,33
"2764",2004,"1610612737",2,5,34
"2765",2004,"1610612760",2,6,35
"2766",2004,"1610612753",2,7,36
"2767",2004,"1610612737",2,8,37
"2768",2004,"1610612741",2,9,38
"2770",2004,"1610612738",2,11,40
"2772",2004,"1610612752",2,14,43
"2774",2004,"1610612766",2,16,45
"2775",2004,"1610612757",2,17,46
"2776",2004,"1610612748",2,18,47
"2779",2004,"1610612742",2,21,50
"2782",2004,"1610612748",2,24,53
"2784",2004,"1610612745",2,26,55
"2891",1983,"1610612752",4,12,82
"76001",1990,"1610612757",1,25,25
"76002",1968,"1610612758",1,5,5
"76003",1969,"1610612749",1,1,1
"76005",1976,"1610612747",3,9,43
"76006",1956,"1610612755",0,0,0
"76008",1953,"1610612752",2,0,0
"76009",1985,"1610612742",2,16,40
"76011",1975,"1610612756",1,4,4
"76012",1970,"1610612745",8,1,120
"76015",1968,"1610612745",7,1,79
"76016",1981,"1610612742",1,1,1
"76017",1981,"1610612738",2,8,31
"76019",1986,"1610612743",1,18,18
"76020",1959,"1610612765",3,2,16
"76021",1982,"1610612741",4,7,76
"76024",1987,"1610612742",2,3,26
"76027",1969,"1610612760",1,3,3
"76028",1968,"1610612744",6,7,71
"76029",1971,"1610612744",5,8,76
"76030",1980,"1610612742",5,11,103
"76034",1959,"1610612752",3,6,20
"76035",1967,"1610612747",4,4,35
"76036",1974,"1610612757",6,2,92
"76037",1982,"1610612764",2,18,41
"76040",1975,"1610612738",3,17,53
"76041",1977,"1610612757",2,6,28
"76041",1978,"1610612749",7,15,146
"76042",1988,"1610612754",3,23,73
"76043",1982,"1610612755",2,13,36
"76045",1982,"1610612746",2,9,32
"76046",1984,"1610612739",2,3,27
"76048",1968,"1610612765",6,6,70
"76048",1969,"1610612737",2,10,25
"76049",1954,"1610612752",3,8,26
"76050",1989,"1610612753",2,10,37
"76054",1970,"1610612758",2,2,19
"76055",1970,"1610612760",1,6,6
"76056",1950,"1610612744",0,0,0
"76057",1987,"1610612758",4,5,74
"76059",1977,"1610612741",1,13,13
"76063",1960,"1610612758",2,1,9
"76064",1969,"1610612765",8,4,103
"76065",1969,"1610612749",6,2,73
"76069",1953,"1610612752",0,0,0
"76070",1960,"1610612744",5,7,39
"76074",1983,"1610612765",5,8,101
"76076",1973,"1610612757",4,3,55
"76078",1970,"1610612755",3,12,46
"76079",1990,"1610612756",2,23,50
"76080",1948,"1610612738",0,0,0
"76081",1952,"1610610024",1,0,2
"76082",1982,"1610612739",1,12,12
"76083",1974,"1610612745",2,5,23
"76084",1980,"1610612760",3,20,66
"76085",1979,"1610612760",1,6,6
"76091",1977,"1610612764",1,4,4
"76093",1981,"1610612759",2,5,28
"76094",1984,"1610612752",7,17,156
"76095",1973,"1610612756",1,8,8
"76096",1956,"1610612747",0,0,0
"76097",1990,"1610612737",2,14,41
"76098",1949,"1610610036",5,0,0
"76099",1976,"1610612737",4,2,53
"76103",1968,"1610612745",4,1,37
"76104",1974,"1610612755",1,2,2
"76105",1964,"1610612752",1,1,1
"76107",1959,"1610612755",1,4,4
"76108",1959,"1610612737",11,6,77
"76109",1976,"1610612760",8,12,134
"76110",1949,"1610610030",2,0,0
"76112",1972,"1610612741",13,6,180
"76114",1951,"1610612738",1,7,7
"76118",1970,"1610612744",6,2,87
"76120",1973,"1610612746",7,3,106
"76121",1978,"1610612745",3,3,47
"76123",1989,"1610612765",1,27,27
"76124",1978,"1610612751",3,18,62
"76125",1968,"1610612747",15,6,187
"76125",1969,"1610612741",2,8,23
"76127",1956,"1610612747",0,0,0
"76127",1958,"1610612747",1,1,1
"76129",1950,"1610612747",5,0,0
"76130",1969,"1610612737",1,10,10
"76131",1949,"1610610025",2,0,0
"76133",1962,"1610612737",1,3,3
"76134",1967,"1610612741",2,3,15
"76136",1953,"1610612744",0,0,0
"76138",1986,"1610612756",1,6,6
"76140",1973,"1610612758",1,7,7
"76141",1951,"1610612758",4,8,37
"76142",1973,"1610612752",5,14,83
"76144",1961,"1610612764",1,1,1
"76145",1953,"1610612737",0,0,0
"76146",1974,"1610612741",2,9,27
"76148",1992,"1610612766",2,8,35
"76152",1988,"1610612739",3,14,64
"76154",1977,"1610612749",1,1,1
"76155",1948,"1610612752",0,0,0
"76156",1956,"1610612752",0,0,0
"76157",1988,"1610612758",1,18,18
"76158",1986,"1610612757",1,14,14
"76160",1954,"1610612747",2,9,18
"76161",1947,"1610612738",0,0,0
"76162",1972,"1610612752",4,11,58
"76163",1967,"1610612737",9,5,96
"76163",1968,"1610612747",4,9,45
"76164",1954,"1610612765",8,4,67
"76165",1975,"1610612758",1,13,13
"76167",1984,"1610612759",3,10,57
"76168",1956,"1610612747",0,0,0
"76170",1977,"1610612758",1,2,2
"76172",1985,"1610612742",1,17,17
"76175",1964,"1610612764",9,2,72
"76176",1981,"1610612742",1,9,9
"76177",1984,"1610612760",2,4,28
"76179",1987,"1610612759",2,4,27
"76182",1961,"1610612752",4,1,33
"76183",1990,"1610612765",1,26,26
"76184",1989,"1610612756",2,19,46
"76186",1950,"1610610030",7,0,0
"76189",1981,"1610612754",2,13,36
"76190",1949,"1610612744",3,0,0
"76191",1958,"1610612758",3,2,17
"76192",1968,"1610612741",1,4,4
"76195",1983,"1610612746",5,4,97
"76195",1985,"1610612764",2,7,31
"76196",1953,"1610612737",0,0,0
"76197",1957,"1610612765",8,2,57
"76198",1977,"1610612745",3,18,62
"76201",1964,"1610612738",2,9,16
"76203",1957,"1610612755",1,7,7
"76204",1968,"1610612756",11,13,147
"76206",1959,"1610612758",1,1,1
"76209",1950,"1610612744",5,0,0
"76211",1975,"1610612758",8,13,139
"76212",1978,"1610612764",4,15,81
"76213",1975,"1610612738",1,17,17
"76214",1949,"1610610030",6,0,0
"76217",1984,"1610612757",1,2,2
"76219",1965,"1610612758",1,7,7
"76221",1977,"1610612762",4,6,72
"76222",1972,"1610612755",1,5,5
"76223",1974,"1610612762",9,10,154
"76225",1978,"1610612751",1,13,13
"76226",1972,"1610612737",2,8,21
"76227",1964,"1610612764",1,3,3
"76228",1981,"1610612752",4,17,86
"76229",1977,"1610612754",2,7,29
"76230",1981,"1610612738",1,23,23
"76231",1979,"1610612754",1,13,13
"76233",1965,"1610612752",0,0,0
"76237",1985,"1610612741",2,22,46
"76239",1980,"1610612765",2,22,45
"76240",1965,"1610612755",2,5,13
"76241",1952,"1610612755",0,0,0
"76242",1977,"1610612756",3,22,66
"76245",1958,"1610612752",1,4,4
"76246",1952,"1610612744",0,0,0
"76247",1983,"1610612749",1,18,18
"76248",1973,"1610612739",1,2,2
"76249",1978,"1610612757",1,7,7
"76252",1975,"1610612747",1,8,8
"76253",1961,"1610612764",3,9,32
"76257",1973,"1610612755",2,3,21
"76259",1976,"1610612747",4,9,60
"76260",1985,"1610612759",2,5,29
"76261",1980,"1610612742",3,11,57
"76263",1974,"1610612749",1,18,18
"76265",1991,"1610612749",1,18,18
"76266",1980,"1610612746",1,9,9
"76268",1982,"1610612751",4,13,82
"76270",1948,"1610610024",0,0,0
"76272",1971,"1610612760",1,6,6
"76273",1957,"1610612747",4,3,27
"76276",1973,"1610612737",1,10,10
"76277",1991,"1610612750",2,7,34
"76279",1977,"1610612749",4,3,69
"76283",1980,"1610612744",1,13,13
"76286",1971,"1610612747",4,13,64
"76288",1989,"1610612751",2,5,32
"76289",1964,"1610612752",7,1,53
"76290",1975,"1610612744",1,14,14
"76291",1982,"1610612741",2,7,30
"76293",1958,"1610612737",12,4,81
"76295",1961,"1610612752",6,1,51
"76296",1976,"1610612749",1,7,7
"76297",1960,"1610612752",2,2,10
"76298",1948,"1610610024",1,6,6
"76300",1978,"1610612752",2,12,34
"76301",1952,"1610612752",0,0,0
"76302",1965,"1610612765",0,0,0
"76303",1975,"1610612752",2,8,26
"76304",1981,"1610612741",6,15,130
"76305",1974,"1610612760",1,3,3
"76306",1948,"1610610034",0,0,0
"76307",1981,"1610612751",3,3,49
"76308",1993,"1610612758",2,4,31
"76309",1967,"1610612741",4,3,34
"76311",1950,"1610612765",3,0,0
"76313",1956,"1610612758",0,0,0
"76316",1984,"1610612744",2,6,30
"76317",1972,"1610612756",3,4,34
"76318",1961,"1610612752",7,1,60
"76319",1961,"1610612738",2,8,17
"76320",1988,"1610612752",2,12,37
"76321",1978,"1610612756",1,19,19
"76324",1958,"1610612765",2,3,10
"76326",1950,"1610612755",2,0,0
"76328",1965,"1610612747",3,8,25
"76329",1964,"1610612765",1,2,2
"76330",1972,"1610612756",1,4,4
"76336",1969,"1610612747",14,8,187
"76338",1984,"1610612765",1,20,20
"76339",1969,"1610612741",1,5,5
"76340",1961,"1610612764",5,9,50
"76342",1984,"1610612738",3,23,70
"76345",1954,"1610612737",6,2,47
"76348",1971,"1610612739",1,1,1
"76350",1977,"1610612747",1,6,6
"76351",1973,"1610612758",5,7,76
"76352",1976,"1610612737",2,11,28
"76353",1980,"1610612744",1,1,1
"76355",1980,"1610612747",2,14,37
"76356",1969,"1610612764",3,14,43
"76357",1967,"1610612765",8,2,81
"76358",1983,"1610612743",1,15,15
"76359",1948,"1610610024",0,0,0
"76360",1979,"1610612752",2,5,27
"76361",1978,"1610612747",2,4,26
"76362",1979,"1610612752",1,3,3
"76363",1962,"1610612737",6,3,46
"76364",1975,"1610612749",2,6,24
"76365",1973,"1610612755",9,1,138
"76365",1974,"1610612755",3,6,42
"76367",1971,"1610612758",4,4,55
"76368",1981,"1610612762",8,4,165
"76374",1972,"1610612744",3,13,43
"76375",1959,"1610612744",0,0,0
"76379",1968,"1610612738",1,12,12
"76382",1962,"1610612755",1,4,4
"76383",1973,"1610612746",3,3,38
"76384",1985,"1610612737",2,17,41
"76385",1978,"1610612755",2,14,36
"76387",1988,"1610612745",1,16,16
"76392",1973,"1610612747",2,13,31
"76394",1950,"1610612737",5,0,0
"76395",1969,"1610612737",8,10,109
"76398",1983,"1610612738",4,21,91
"76402",1971,"1610612747",1,13,13
"76403",1965,"1610612752",3,2,19
"76407",1947,"1610610036",0,0,0
"76409",1974,"1610612738",5,17,89
"76411",1985,"1610612752",4,3,73
"76412",1984,"1610612741",2,13,37
"76413",1973,"1610612745",3,16,51
"76414",1948,"1610610032",0,0,0
"76414",1949,"1610612758",2,0,0
"76415",1987,"1610612746",2,15,38
"76416",1976,"1610612738",6,17,103
"76418",1980,"1610612737",1,18,18
"76419",1970,"1610612741",1,11,11
"76421",1973,"1610612755",1,1,1
"76425",1983,"1610612754",2,2,26
"76426",1987,"1610612737",1,21,21
"76427",1961,"1610612764",10,8,91
"76428",1952,"1610612738",10,0,0
"76431",1982,"1610612744",1,14,14
"76433",1989,"1610612756",1,24,24
"76434",1952,"1610612752",0,0,0
"76435",1980,"1610612765",4,1,70
"76436",1978,"1610612758",3,5,49
"76437",1976,"1610612738",1,16,16
"76438",1948,"1610612765",0,0,0
"76440",1970,"1610612739",6,9,94
"76441",1978,"1610612744",2,18,40
"76442",1950,"1610612738",2,0,0
"76443",1981,"1610612751",5,3,95
"76444",1978,"1610612747",3,16,60
"76447",1978,"1610612743",3,2,46
"76450",1991,"1610612753",2,9,36
"76452",1949,"1610610032",5,0,0
"76453",1978,"1610612764",1,18,18
"76454",1954,"1610612744",2,3,12
"76457",1973,"1610612739",5,5,74
"76458",1964,"1610612738",1,7,7
"76459",1964,"1610612758",3,8,24
"76462",1970,"1610612738",1,4,4
"76463",1978,"1610612741",8,7,159
"76464",1958,"1610612752",4,4,27
"76464",1959,"1610612752",4,6,28
"76465",1977,"1610612744",1,18,18
"76466",1963,"1610612752",8,1,63
"76466",1964,"1610612752",4,1,26
"76468",1972,"1610612760",3,10,40
"76469",1983,"1610612741",4,5,75
"76472",1987,"1610612756",3,7,53
"76474",1978,"1610612758",4,4,70
"76475",1979,"1610612758",3,18,62
"76476",1984,"1610612742",3,14,61
"76477",1970,"1610612760",2,6,23
"76478",1983,"1610612744",1,6,6
"76479",1947,"1610612744",1,6,6
"76481",1977,"1610612751",6,1,111
"76483",1978,"1610612749",3,15,59
"76485",1968,"1610612756",2,7,21
"76487",1965,"1610612755",1,5,5
"76496",1950,"1610612744",2,0,0
"76497",1982,"1610612741",1,7,7
"76499",1967,"1610612758",4,7,38
"76500",1969,"1610612749",4,2,45
"76502",1967,"1610612758",1,9,9
"76504",1976,"1610612746",1,6,6
"76505",1973,"1610612758",2,2,20
"76507",1947,"1610610025",0,0,0
"76509",1974,"1610612752",2,14,32
"76511",1960,"1610612737",5,6,38
"76516",1977,"1610612747",1,15,15
"76517",1992,"1610612756",2,21,48
"76518",1981,"1610612764",2,12,35
"76519",1971,"1610612739",8,1,120
"76520",1980,"1610612755",1,21,21
"76521",1972,"1610612739",1,3,3
"76522",1972,"1610612749",7,16,113
"76523",1978,"1610612739",2,11,33
"76524",1954,"1610612758",6,7,52
"76525",1964,"1610612765",4,2,27
"76526",1976,"1610612757",2,5,22
"76528",1985,"1610612739",4,9,79
"76529",1973,"1610612752",1,14,14
"76531",1969,"1610612764",1,14,14
"76532",1960,"1610612758",3,1,17
"76533",1972,"1610612757",2,1,14
"76534",1976,"1610612737",5,2,70
"76536",1952,"1610612744",2,0,0
"76539",1975,"1610612755",1,5,5
"76541",1979,"1610612762",10,1,185
"76543",1983,"1610612764",3,10,57
"76544",1979,"1610612762",4,1,67
"76545",1962,"1610612765",0,0,0
"76546",1958,"1610612758",1,2,2
"76551",1950,"1610612737",9,0,0
"76552",1988,"1610612765",2,5,30
"76553",1979,"1610612752",1,9,9
"76555",1951,"1610612744",7,9,68
"76556",1981,"1610612758",4,9,78
"76557",1952,"1610610024",0,0,0
"76558",1971,"1610612738",4,10,61
"76559",1974,"1610612760",10,8,169
"76564",1973,"1610612744",2,11,29
"76565",1950,"1610610024",3,0,0
"76566",1958,"1610612755",1,5,5
"76567",1970,"1610612744",10,2,155
"76568",1973,"1610612746",1,3,3
"76569",1981,"1610612739",3,9,55
"76571",1948,"1610610025",0,0,0
"76575",1971,"1610612741",9,14,150
"76577",1962,"1610612764",2,1,8
"76578",1951,"1610612758",3,8,27
"76580",1949,"1610610034",5,0,0
"76583",1979,"1610612760",4,7,73
"76584",1950,"1610612738",3,0,0
"76585",1949,"1610612752",2,0,0
"76586",1987,"1610612762",3,22,68
"76587",1976,"1610612762",2,9,26
"76588",1986,"1610612758",3,10,57
"76589",1978,"1610612762",6,8,118
"76590",1976,"1610612765",1,4,4
"76592",1967,"1610612765",1,4,4
"76594",1973,"1610612738",1,17,17
"76595",1961,"1610612765",5,3,44
"76598",1974,"1610612737",2,7,25
"76599",1980,"1610612765",1,17,17
"76603",1969,"1610612765",1,4,4
"76604",1976,"1610612738",7,17,121
"76604",1977,"1610612751",8,1,152
"76604",1978,"1610612760",5,17,105
"76605",1957,"1610612758",2,1,9
"76607",1972,"1610612744",5,13,76
"76608",1979,"1610612765",3,4,48
"76610",1962,"1610612737",2,3,10
"76611",1953,"1610612752",0,0,0
"76615",1947,"1610612752",0,0,0
"76616",1976,"1610612755",6,13,99
"76617",1956,"1610612752",0,0,0
"76618",1977,"1610612757",2,19,41
"76619",1980,"1610612762",1,19,19
"76621",1984,"1610612754",2,1,25
"76622",1971,"1610612758",1,4,4
"76623",1974,"1610612764",2,12,30
"76625",1981,"1610612756",3,20,66
"76626",1953,"1610612737",0,0,0
"76628",1968,"1610612744",5,7,57
"76631",1979,"1610612756",5,19,107
"76631",1982,"1610612762",4,3,72
"76632",1982,"1610612762",3,9,55
"76633",1957,"1610612765",3,2,18
"76634",1974,"1610612765",1,15,15
"76636",1949,"1610610025",3,0,0
"76637",1984,"1610612754",7,1,140
"76638",1982,"1610612737",1,10,10
"76641",1981,"1610612755",1,22,22
"76643",1989,"1610612746",2,6,33
"76647",1961,"1610612765",2,3,12
"76649",1947,"1610612738",1,3,3
"76656",1977,"1610612755",2,20,42
"76658",1958,"1610612747",3,1,16
"76663",1962,"1610612747",1,6,6
"76664",1977,"1610612764",1,17,17
"76667",1974,"1610612737",3,7,43
"76668",1958,"1610612737",3,7,22
"76670",1982,"1610612744",3,14,60
"76672",1990,"1610612764",2,10,37
"76673",1976,"1610612749",2,6,23
"76674",1970,"1610612757",7,8,110
"76675",1972,"1610612756",3,3,33
"76678",1977,"1610612744",5,16,104
"76679",1954,"1610612758",5,7,43
"76680",1965,"1610612744",3,1,18
"76681",1972,"1610612749",1,12,12
"76685",1978,"1610612765",8,5,157
"76686",1978,"1610612743",1,21,21
"76687",1949,"1610610030",4,0,0
"76689",1947,"1610612738",0,0,0
"76691",1965,"1610612747",2,8,16
"76693",1954,"1610612755",2,6,15
"76694",1958,"1610612752",1,3,3
"76695",1987,"1610612742",1,20,20
"76697",1962,"1610612744",3,7,23
"76699",1976,"1610612756",2,16,33
"76701",1953,"1610612747",0,0,0
"76703",1986,"1610612745",2,19,43
"76704",1953,"1610610024",1,1,1
"76705",1951,"1610612765",3,4,23
"76707",1975,"1610612739",4,8,62
"76709",1988,"1610612757",2,1,26
"76711",1948,"1610612747",0,0,0
"76712",1959,"1610612737",0,0,0
"76713",1984,"1610612749",1,21,21
"76714",1967,"1610612755",9,9,100
"76715",1970,"1610612752",8,17,136
"76716",1964,"1610612747",4,5,30
"76716",1965,"1610612755",4,5,31
"76722",1976,"1610612756",2,13,30
"76725",1979,"1610612739",2,4,26
"76726",1982,"1610612751",1,13,13
"76727",1975,"1610612755",7,5,113
"76728",1975,"1610612752",2,16,34
"76729",1962,"1610612738",2,9,16
"76731",1970,"1610612744",5,2,70
"76732",1993,"1610612755",2,5,32
"76733",1972,"1610612765",2,4,17
"76734",1975,"1610612747",6,2,92
"76735",1969,"1610612758",5,8,65
"76735",1970,"1610612760",2,3,20
"76736",1978,"1610612758",1,2,2
"76739",1975,"1610612756",3,18,54
"76739",1976,"1610612760",2,2,19
"76740",1968,"1610612758",3,6,28
"76742",1983,"1610612756",2,4,28
"76744",1950,"1610610025",1,5,5
"76746",1972,"1610612746",2,2,15
"76747",1965,"1610612758",8,6,67
"76748",1987,"1610612744",1,14,14
"76750",1967,"1610612752",1,5,5
"76751",1965,"1610612744",2,1,9
"76752",1986,"1610612743",6,17,133
"76753",1975,"1610612755",2,5,23
"76755",1970,"1610612749",1,16,16
"76756",1973,"1610612755",11,1,166
"76758",1957,"1610612752",2,5,13
"76759",1968,"1610612758",3,5,27
"76760",1953,"1610612747",1,7,7
"76761",1972,"1610612756",7,12,109
"76765",1980,"1610612765",5,1,93
"76767",1976,"1610612755",1,12,12
"76768",1948,"1610612758",0,0,0
"76769",1947,"1610610024",0,0,0
"76770",1988,"1610612760",3,15,65
"76771",1971,"1610612741",3,12,47
"76772",1991,"1610612756",2,5,32
"76773",1947,"1610610024",0,0,0
"76773",1948,"1610612752",0,0,0
"76774",1958,"1610612737",1,6,6
"76778",1948,"1610612747",0,0,0
"76779",1949,"1610612744",1,5,5
"76781",1979,"1610612743",2,8,30
"76782",1987,"1610612749",2,17,40
"76783",1954,"1610612747",9,8,80
"76785",1982,"1610612742",1,4,4
"76786",1979,"1610612741",3,3,47
"76788",1969,"1610612747",2,12,27
"76789",1972,"1610612741",5,15,78
"76790",1988,"1610612746",2,20,45
"76791",1983,"1610612739",2,3,27
"76793",1973,"1610612746",17,2,204
"76797",1950,"1610612737",2,0,0
"76800",1953,"1610612744",0,0,0
"76801",1990,"1610612751",1,22,22
"76802",1975,"1610612757",3,14,50
"76803",1985,"1610612755",4,20,90
"76804",1974,"1610612756",3,4,40
"76806",1972,"1610612745",2,7,20
"76807",1971,"1610612741",3,14,49
"76808",1948,"1610612747",0,0,0
"76809",1963,"1610612747",2,8,16
"76810",1982,"1610612764",2,21,44
"76815",1968,"1610612741",13,3,163
"76815",1969,"1610612758",1,8,8
"76817",1970,"1610612757",2,8,25
"76819",1978,"1610612737",1,16,16
"76821",1990,"1610612750",1,20,20
"76822",1977,"1610612741",2,1,23
"76824",1985,"1610612756",7,9,148
"76825",1971,"1610612738",1,10,10
"76826",1980,"1610612751",1,7,7
"76830",1977,"1610612752",2,4,26
"76831",1986,"1610612756",4,7,77
"76832",1965,"1610612747",0,0,0
"76834",1984,"1610612746",1,8,8
"76835",1949,"1610610024",3,0,0
"76837",1951,"1610612755",3,5,24
"76839",1988,"1610612762",3,17,67
"76841",1988,"1610612748",2,15,40
"76843",1967,"1610612738",1,11,11
"76844",1984,"1610612764",4,6,76
"76847",1983,"1610612739",1,24,24
"76850",1950,"1610612747",4,0,0
"76852",1993,"1610612743",2,16,43
"76853",1972,"1610612747",1,13,13
"76855",1984,"1610612755",3,21,68
"76859",1967,"1610612758",3,7,26
"76860",1973,"1610612737",3,10,45
"76860",1974,"1610612760",2,8,26
"76861",1984,"1610612754",2,5,29
"76862",1988,"1610612748",2,10,35
"76865",1969,"1610612749",2,2,17
"76867",1959,"1610612752",1,5,5
"76868",1981,"1610612743",2,11,34
"76869",1985,"1610612764",1,12,12
"76872",1969,"1610612758",3,12,41
"76873",1973,"1610612760",1,4,4
"76874",1977,"1610612744",1,16,16
"76875",1991,"1610612754",2,14,41
"76876",1983,"1610612741",1,5,5
"76877",1956,"1610612758",1,1,1
"76878",1975,"1610612741",2,12,30
"76879",1978,"1610612762",2,13,35
"76880",1963,"1610612755",3,7,24
"76881",1979,"1610612741",1,2,2
"76882",1958,"1610612755",2,6,13
"76883",1967,"1610612752",3,5,24
"76883",1968,"1610612756",1,8,8
"76884",1981,"1610612764",2,18,41
"76885",1982,"1610612760",3,19,65
"76886",1953,"1610612744",3,0,0
"76887",1975,"1610612764",1,18,18
"76888",1977,"1610612756",4,5,71
"76889",1976,"1610612762",5,6,74
"76890",1980,"1610612762",1,2,2
"76891",1952,"1610610024",0,0,0
"76894",1952,"1610612765",1,0,3
"76895",1975,"1610612757",2,7,25
"76896",1962,"1610612737",4,3,28
"76897",1949,"1610610030",1,2,2
"76899",1977,"1610612749",1,11,11
"76900",1959,"1610612738",2,8,14
"76901",1981,"1610612757",3,15,61
"76902",1954,"1610612752",2,8,17
"76906",1959,"1610612744",8,3,56
"76910",1975,"1610612762",3,1,37
"76911",1989,"1610612748",2,18,45
"76912",1953,"1610612738",3,0,0
"76913",1978,"1610612755",2,21,43
"76915",1968,"1610612760",5,2,52
"76916",1964,"1610612758",4,8,33
"76917",1975,"1610612765",4,10,64
"76919",1956,"1610612755",0,0,0
"76922",1968,"1610612755",1,14,14
"76923",1971,"1610612737",3,4,39
"76928",1979,"1610612765",1,10,10
"76929",1957,"1610612744",9,5,67
"76929",1958,"1610612747",2,1,8
"76936",1973,"1610612738",2,17,35
"76937",1948,"1610610029",0,0,0
"76940",1975,"1610612758",2,13,31
"76941",1976,"1610612741",3,3,37
"76941",1977,"1610612747",7,20,151
"76942",1983,"1610612762",3,7,54
"76944",1980,"1610612760",1,20,20
"76945",1962,"1610612765",4,4,29
"76945",1963,"1610612765",6,4,48
"76946",1962,"1610612737",3,3,19
"76948",1978,"1610612762",1,11,11
"76950",1962,"1610612755",8,5,65
"76950",1963,"1610612752",2,1,9
"76951",1968,"1610612737",1,13,13
"76954",1980,"1610612757",3,10,56
"76956",1968,"1610612760",2,2,16
"76957",1974,"1610612746",4,9,63
"76959",1949,"1610612765",1,3,3
"76960",1985,"1610612745",1,19,19
"76962",1949,"1610612747",0,0,0
"76965",1967,"1610612741",1,3,3
"76966",1977,"1610612760",3,8,52
"76968",1982,"1610612752",2,6,29
"76969",1958,"1610612758",2,2,9
"76970",1962,"1610612738",1,7,7
"76971",1972,"1610612739",2,11,24
"76974",1948,"1610612738",0,0,0
"76975",1975,"1610612744",3,15,51
"76977",1959,"1610612747",1,3,3
